City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
356,Lasem,ID,89.51,few clouds,-6.6922,111.4527,"Nyah Lasem | Museum, Warung & Community Center"
357,Beitbridge,ZW,69.69,clear sky,-22.2167,30.0,Beitbridge Express Hotel
358,Betsiamites,CA,51.89,overcast clouds,48.9413,-68.646,Pourvoirie du lac des îles
361,Winton,US,78.98,clear sky,37.3894,-120.6133,Applegate Inn
362,La Ronge,CA,59.25,broken clouds,55.1001,-105.2842,Northland Motor Hotel
363,Fukue,JP,75.56,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
364,Shitanjing,CN,64.35,broken clouds,39.2342,106.3439,Yingbin Hotel
366,Tongling,CN,66.18,overcast clouds,30.95,117.7833,Huoxian Hotel
367,Isla Vista,US,72.0,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
368,Zhezkazgan,KZ,66.18,clear sky,47.8043,67.7144,Hotel Zumrat
369,Sabang,ID,81.61,light rain,5.8933,95.3214,Hotel Citra
370,Trairi,BR,77.4,few clouds,-3.2778,-39.2689,janelas do mar
371,Dingle,PH,86.59,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
372,Mansa,IN,74.39,overcast clouds,29.9833,75.3833,STARiHOTEL Mansa
373,Inongo,CD,67.86,moderate rain,-1.95,18.2667,Hotel Du Lac
374,Ramon Castilla,PE,77.25,scattered clouds,-4.2569,-69.9594,Cabañas La Manigua
375,Songjianghe,CN,52.12,overcast clouds,42.1859,127.479,Sijisheng Fashion Guest House
378,Dunedin,NZ,55.8,scattered clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
380,Nantucket,US,53.01,broken clouds,41.2835,-70.0995,Jared Coffin House
381,Lichinga,MZ,60.89,broken clouds,-13.3128,35.2406,Residencial Bendiak
382,Vestmannaeyjar,IS,51.1,overcast clouds,63.4427,-20.2734,Glamping & Camping
383,Pabna,BD,87.1,overcast clouds,24.0,89.25,Hotel Dream Palace International
384,Vilhena,BR,69.17,broken clouds,-12.7406,-60.1458,Hotel Mirage
385,Lagoa,PT,71.31,heavy intensity rain,39.05,-27.9833,Casa Das Faias
386,Faya,SA,63.12,few clouds,18.3851,42.4509,املاك خالد الشعشوع
389,Portland,US,66.34,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
390,San Juan,AR,60.31,clear sky,-31.5375,-68.5364,Hotel Provincial
391,Sakaiminato,JP,76.98,broken clouds,35.55,133.2333,Italian pasley
392,Poyarkovo,RU,61.52,broken clouds,49.6,128.6833,Gostinitsa
395,Faanui,PF,77.86,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
396,Hobyo,SO,76.89,few clouds,5.3505,48.5268,Halane Hotel and Restaurent
400,Margate,GB,56.89,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
402,Half Moon Bay,US,74.88,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
404,Sept-Iles,CA,50.52,overcast clouds,50.2001,-66.3821,Comfort Inn
406,Kokopo,PG,85.64,broken clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
409,Pisco,PE,59.05,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
410,Mchinji,MW,62.74,scattered clouds,-13.7984,32.8802,Kayesa Inn
411,Beni,CD,60.1,light rain,0.5,29.4667,Albertine hotel
414,Luancheng,CN,71.76,overcast clouds,37.8792,114.6517,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
415,Sinnar,SD,72.16,light rain,13.5691,33.5672,منزل أ-جميلة دندراوي
416,Waipawa,NZ,50.4,moderate rain,-41.4122,175.5153,Tora Coastal Walk
417,Ulaanbaatar,MN,55.53,scattered clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
418,Kloulklubed,PW,85.64,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
419,Saint-Augustin,CA,52.03,overcast clouds,51.226,-58.6502,Riverview Inn
420,Bambanglipuro,ID,83.25,broken clouds,-7.95,110.2833,Puri Brata
422,Nileshwar,IN,80.44,few clouds,12.25,75.1,Neeleshwar Hermitage
424,Axim,GH,74.46,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
426,Kaitangata,NZ,56.77,scattered clouds,-46.2817,169.8464,Kaitangata Motor Camp
427,Lazurne,UA,55.4,light rain,46.084,32.5295,New Manna Hostel
429,Paralimni,CY,69.15,clear sky,35.0375,33.9833,Amore Hotel Apartments
430,Bria,CF,68.16,overcast clouds,6.5423,21.9863,WFP Guesthouse
431,Hengyang,CN,83.93,clear sky,26.8881,112.615,Honglin Guesthouse
432,Ebeltoft,DK,55.42,broken clouds,56.1944,10.6821,Danhostel Ebeltoft
433,Magdalena,PH,84.34,overcast clouds,14.1999,121.429,Samparada & Gestiada Residences
435,Arrecife,ES,73.38,clear sky,28.963,-13.5477,Hotel Lancelot
436,Matamoros,MX,77.11,clear sky,25.5333,-103.25,Quinta Belem
437,Atar,MR,81.84,light rain,20.5169,-13.0499,Oumou Elghoura
438,Ketchikan,US,53.28,light rain,55.3422,-131.6461,Snow's Cove Lodge
439,Eirunepe,BR,71.33,overcast clouds,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
440,Prince Rupert,CA,53.29,moderate rain,54.3161,-130.3201,Crest Hotel
441,Norsup,VU,82.8,broken clouds,-16.0667,167.3833,Nabelchel Bungalows
442,Hinesburg,US,50.04,clear sky,44.3292,-73.1107,Carlson Cottage
443,Mwinilunga,ZM,60.84,clear sky,-11.7358,24.4293,Kwakuwahi Lodge
447,San Patricio,US,83.86,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
448,Moron,AR,60.55,overcast clouds,-34.6534,-58.6198,Hotel Morón
