City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
250,Yazman,PK,2022-09-23 20:49:56,29.1212,71.7446,85.84,56,7,11.54
251,Bukama,CD,2022-09-23 20:49:57,-9.2,25.85,77.2,34,5,0.45
252,Japura,ID,2022-09-23 20:49:57,-0.3167,102.35,74.26,97,100,2.44
253,Vorukh,TJ,2022-09-23 20:49:58,39.8494,70.5838,62.04,29,0,4.34
254,Palasa,IN,2022-09-23 20:49:58,18.7667,84.4167,77.95,88,31,3.58
255,Antofagasta,CL,2022-09-23 20:49:58,-23.65,-70.4,60.08,73,4,5.08
256,Panaba,MX,2022-09-23 20:49:59,21.2833,-88.2667,87.3,60,76,13.04
257,Roald,NO,2022-09-23 20:49:59,62.5833,6.1333,54.75,87,75,5.75
258,Longonjo,AO,2022-09-23 20:50:00,-12.9067,15.2533,72.93,41,82,3.06
259,Bambous Virieux,MU,2022-09-23 20:50:00,-20.3428,57.7575,72.21,94,75,12.66
260,Castletown,IE,2022-09-23 20:50:01,53.0281,-9.0686,52.29,56,86,5.61
261,Bajil,YE,2022-09-23 20:50:03,15.0584,43.2851,88.79,63,74,4.09
262,Harper,LR,2022-09-23 20:50:03,4.375,-7.7169,76.78,88,97,7.7
263,Liverpool,GB,2022-09-23 20:47:10,53.4106,-2.9779,57.09,80,20,6.91
264,Ferkessedougou,CI,2022-09-23 20:50:04,9.6,-5.2,74.41,89,93,4.61
265,Itupiranga,BR,2022-09-23 20:50:05,-5.1347,-49.3267,97.12,42,29,3.96
266,Inverness,GB,2022-09-23 20:50:05,57.4791,-4.224,51.71,83,75,6.91
267,Ust-Koksa,RU,2022-09-23 20:50:06,50.2696,85.6108,46.4,81,23,0.38
268,Gat,IL,2022-09-23 20:48:49,31.61,34.7642,79.39,100,0,6.06
269,Massa Marittima,IT,2022-09-23 20:50:06,43.049,10.8928,63.95,79,43,1.63
270,Santa Cruz,BO,2022-09-23 20:46:15,-17.8,-63.1667,78.85,29,75,6.91
271,Moose Factory,CA,2022-09-23 20:50:07,51.2585,-80.6094,62.6,42,75,12.66
272,Grand Gaube,MU,2022-09-23 20:50:08,-20.0064,57.6608,72.37,67,38,10.0
273,Korcula,HR,2022-09-23 20:50:08,42.9622,17.1369,65.71,49,0,6.73
274,Boca Do Acre,BR,2022-09-23 20:50:10,-8.7522,-67.3978,90.73,46,80,4.56
275,Emba,KZ,2022-09-23 20:50:11,48.8264,58.1442,70.21,16,100,8.48
276,Hamilton,US,2022-09-23 20:50:11,39.1834,-84.5333,69.75,43,0,4.61
277,Maniitsoq,GL,2022-09-23 20:50:12,65.4167,-52.9,42.1,98,100,20.89
278,Piacabucu,BR,2022-09-23 20:46:17,-10.4056,-36.4344,76.64,84,6,12.8
279,Lydenburg,ZA,2022-09-23 20:51:12,-25.0978,30.4597,60.53,69,0,2.48
280,Herat,AF,2022-09-23 20:51:13,34.5,62.0,66.2,16,0,5.57
281,Malyn,UA,2022-09-23 20:51:14,50.7723,29.2383,43.61,96,98,7.34
282,Malartic,CA,2022-09-23 20:51:14,48.1335,-78.1328,56.01,60,47,7.65
283,Menongue,AO,2022-09-23 20:51:15,-14.6585,17.691,69.31,23,19,3.22
284,Bandarbeyla,SO,2022-09-23 20:51:15,9.4942,50.8122,77.63,83,82,21.16
285,Lahij,YE,2022-09-23 20:51:16,13.1667,44.5833,86.47,54,98,1.66
286,Angoche,MZ,2022-09-23 20:51:16,-16.2325,39.9086,74.35,85,1,5.53
287,Paita,PE,2022-09-23 20:51:17,-5.0892,-81.1144,67.77,74,100,18.79
288,Marystown,CA,2022-09-23 20:51:17,47.1666,-55.1483,60.85,100,100,3.0
289,Gafanha Da Encarnacao,PT,2022-09-23 20:51:18,40.6181,-8.733,67.77,81,100,17.02
290,Baracoa,CU,2022-09-23 20:51:18,20.3467,-74.4958,85.59,66,31,4.16
